DATE,FFR,C,A,LF,S,U
2016-11-30,0.4066666666666666,0.008588139642958126,-0.0011047305389642048,-4.038051996693756,0.010197269380720186,0.04000000000000007
2016-12-31,0.54,0.007239209449869222,0.0011786116493794907,-4.0347611650794315,0.03701712878237018,0.04000000000000007
2017-01-31,0.6496774193548387,0.0034781097959282192,-0.0011736058021352136,-4.029732602940703,0.012600148381302745,0.04000000000000007
2017-02-28,0.6567857142857143,5.0511201617808865e-05,0.0008015662412255153,-4.004297361589694,0.0237988260034383,0.009999999999999929
2017-03-31,0.7861290322580645,0.014819352926513929,0.0019459121257252576,-3.991863594229425,0.015718334390286692,-0.009999999999999929
2017-04-30,0.896,0.008057002463024432,0.0022532396275405375,-3.979583041211702,-0.0031792201812654852,-0.009999999999999929
2017-05-31,0.9074193548387097,0.005629370686795809,-0.0019269035514906108,-3.985839176657656,0.015158669790501733,-0.009999999999999929
2017-06-30,1.04,0.004541228027353128,0.0001260294326037581,-3.9534342154355366,0.016002368483697182,-0.04000000000000007
2017-07-31,1.1506451612903223,0.004735876881658996,-8.670727904558362e-06,-3.957479777977254,0.008231095356930673,-0.04000000000000007
2017-08-31,1.1570967741935483,0.0017236595164327184,-0.001352625191499257,-3.9857789306571516,0.0008637079522770819,-0.009999999999999929
2017-09-30,1.153333333333333,0.00827534845834954,-0.0007347871296392583,-3.952274620004176,0.014798202017583861,-0.04000000000000007
2017-10-31,1.1538709677419354,0.003143387996656699,0.0006608094786422214,-3.8997120323240915,0.02541060579020371,-0.0899999999999999
2017-11-30,1.157,0.005584422385762622,-0.0027560148684742103,-3.907973979438879,0.014215445504708768,-0.0899999999999999
2017-12-31,1.3016129032258066,0.007766796446539104,-0.000872439456372831,-3.833819382182905,0.02690748460340675,-0.16000000000000028
2018-01-31,1.414516129032258,0.004226587645900892,-0.0019388148393915117,-3.7393198500499008,0.04601471436789595,-0.25
2018-02-28,1.4175,0.003061173119180083,-0.00513408883505484,-3.8321992124369233,-0.030811964962834004,-0.16000000000000028
2018-03-31,1.5061290322580645,0.010314254238791065,-0.003624430060513717,-3.7401712482999043,-0.0008807267092514337,-0.25
2018-04-30,1.6923333333333332,0.004224280213596998,-0.003883126107579571,-3.7423427174775705,-0.018351863027038284,-0.25
2018-05-31,1.7,0.006641541291450892,-0.008891528919349412,-3.5021029700707733,0.017878099210967058,-0.49000000000000027
2018-06-30,1.8196666666666665,0.006275671321573029,-0.006231627547565566,-3.7450214290435553,0.01937769871780315,-0.25
2018-07-31,1.91,0.004675222987872374,-0.006695971887959118,-3.5052089286713684,0.014164080765189269,-0.49000000000000027
2018-08-31,1.9148387096774193,0.0015273909158288745,-0.011611573204691084,-3.5096734538378946,0.022712650367950893,-0.49000000000000027
2018-09-30,1.9546666666666668,0.008284969352013505,-0.007816755503311512,-3.351740476363209,0.015168777486429086,-0.6399999999999997
2018-10-31,2.187741935483871,0.0027355072936270375,-0.008861259703843771,-3.5039963559406724,-0.04081327875709473,-0.49000000000000027
2018-11-30,2.197666666666667,0.006763793128181206,-0.010897140996434018,-3.5028873639980533,-0.022596246360715888,-0.49000000000000027
2018-12-31,2.274193548387097,0.0031040121950489663,-0.009561430451704211,-3.6339439815429655,-0.05896086782430032,-0.3600000000000001
2019-01-31,2.4,0.0016586873968247318,-0.008169302284800395,-3.748054868896689,0.015492087900241813,-0.25
2019-02-28,2.4,-0.0011362367223366476,-0.011832997601235462,-3.5087037187041217,0.055018432013944185,-0.49000000000000027
2019-03-31,2.4051612903225807,0.006698504334904598,-0.009522112669907656,-3.504317287524955,0.017673042076449264,-0.49000000000000027
2019-04-30,2.423666666666667,0.004148109466846961,-0.008018984550977493,-3.1773384494152106,0.03497902897603833,-0.8099999999999998
2019-05-31,2.390967741935484,0.0033642491321241863,-0.01573197900474632,-3.185094429831235,-0.01705139534026401,-0.8099999999999998
2019-06-30,2.377666666666667,0.003189726148251637,-0.007674255684586129,-3.1809589368033437,0.012345111193939218,-0.8099999999999998
2019-07-31,2.4029032258064515,0.00524417001491706,-0.010026771496079334,-3.354541160728203,0.03600205437490622,-0.6399999999999997
2019-08-31,2.1258064516129034,0.0012685595080181855,-0.008099312125231961,-3.355046957974869,-0.03346832556465529,-0.6399999999999997
2019-09-30,2.043,0.007715077711464957,0.009313406872340835,-2.9972229021283807,0.02879886012614641,-1.0
2019-10-31,1.8296774193548386,0.0038632643953224743,0.04159682600747061,-3.183848710882157,-0.0015036611908989528,-0.8099999999999998
2019-11-30,1.5533333333333335,0.009066622471229024,0.018085690916830544,-3.1887207618546576,0.041840090402015306,-0.8099999999999998
2019-12-31,1.550967741935484,0.0048374880980972534,0.017980412805458812,-3.181202709247307,0.022875553635225643,-0.8099999999999998
2020-01-31,1.5506451612903225,0.0026297421080023753,0.010478279790291367,-2.992353034307591,0.03143685112731198,-1.0
2020-02-29,1.5831034482758621,-0.0016693614917517863,0.002542462418240632,-2.993814683191679,-0.0002711141204621015,-1.0
